transaction_id,product_id,product_name,category,price,discount_percent,actual_price,quantity,total_amount,seller_name,seller_location,sale_date,sale_month,day_of_week
TRX000166,UMKM00015,Batik Pekalongan,Fashion & Pakaian,618292,5,587377,4,2349509,CV Mandiri 14,Depok,2025-10-25,2025-10,Saturday
TRX000167,UMKM00040,Minyak Kemiri,Kesehatan & Kecantikan,88468,0,88468,7,619276,CV Sejahtera 1,Bogor,2025-10-09,2025-10,Thursday
TRX000168,UMKM00004,Rendang Padang,Makanan & Minuman,95438,15,81122,3,243366,UD Jaya 75,Semarang,2025-10-28,2025-10,Tuesday
TRX000169,UMKM00017,Kebaya Modern,Fashion & Pakaian,405398,0,405398,5,2026990,Toko Maju 40,Malang,2025-12-24,2025-12,Wednesday
TRX000170,UMKM00040,Minyak Kemiri,Kesehatan & Kecantikan,88468,15,75197,3,225593,CV Sejahtera 1,Bogor,2025-11-30,2025-11,Sunday
TRX000171,UMKM00060,Sayur Hidroponik,Pertanian,179698,10,161728,7,1132097,Toko Maju 5,Bandung,2025-10-20,2025-10,Monday
TRX000172,UMKM00043,Sapu Ijuk,Rumah Tangga,26534,0,26534,19,504146,UD Sukses 81,Bogor,2025-10-11,2025-10,Saturday
TRX000173,UMKM00030,Powerbank Lokal,Elektronik,363722,0,363722,5,1818610,Kedai Jaya 68,Malang,2025-10-11,2025-10,Saturday
TRX000174,UMKM00049,Keset Kaki,Rumah Tangga,203513,15,172986,2,345972,Toko Gemilang 28,Semarang,2026-01-02,2026-01,Friday
TRX000175,UMKM00071,Cuci Motor,Jasa,112745,0,112745,5,563725,CV Barokah 2,Makassar,2025-11-25,2025-11,Tuesday
TRX000176,UMKM00067,Jasa Jahit,Jasa,52802,20,42241,9,380174,Gerai Prima 60,Jakarta Pusat,2025-11-24,2025-11,Monday
TRX000177,UMKM00023,Sandal Jepit,Fashion & Pakaian,81773,10,73595,3,220787,Rumah Abadi 90,Jakarta Selatan,2025-11-12,2025-11,Wednesday
TRX000178,UMKM00036,Minyak Kayu Putih,Kesehatan & Kecantikan,223474,20,178779,1,178779,CV Jaya 8,Bogor,2025-10-11,2025-10,Saturday
TRX000179,UMKM00006,Bakpia Jogja,Makanan & Minuman,66552,20,53241,4,212966,Toko Sejahtera 18,Palembang,2025-11-05,2025-11,Wednesday
TRX000180,UMKM00069,Catering Rumahan,Jasa,118406,0,118406,4,473624,CV Berkah 81,Depok,2025-10-12,2025-10,Sunday
TRX000181,UMKM00014,Ikan Asin,Makanan & Minuman,67877,20,54301,6,325809,Rumah Maju 82,Yogyakarta,2025-10-09,2025-10,Thursday
TRX000182,UMKM00043,Sapu Ijuk,Rumah Tangga,26534,20,21227,8,169817,UD Sukses 81,Bogor,2026-01-04,2026-01,Sunday
TRX000183,UMKM00003,Kopi Toraja,Makanan & Minuman,26775,5,25436,19,483288,Warung Sukses 90,Semarang,2025-10-07,2025-10,Tuesday
TRX000184,UMKM00030,Powerbank Lokal,Elektronik,363722,25,272791,4,1091166,Kedai Jaya 68,Malang,2025-12-14,2025-12,Sunday
TRX000185,UMKM00068,Laundry Kiloan,Jasa,245880,20,196704,2,393408,Rumah Barokah 70,Tangerang,2025-10-27,2025-10,Monday
TRX000186,UMKM00048,Gantungan Baju,Rumah Tangga,143757,0,143757,2,287514,Gerai Barokah 24,Palembang,2025-10-07,2025-10,Tuesday
TRX000187,UMKM00001,Keripik Singkong,Makanan & Minuman,148081,0,148081,5,740405,Rumah Makmur 18,Bogor,2025-12-01,2025-12,Monday
TRX000188,UMKM00046,Tikar Pandan,Rumah Tangga,232355,20,185884,3,557652,Gerai Barokah 3,Makassar,2025-10-11,2025-10,Saturday
TRX000189,UMKM00066,Santan Instan,Pertanian,94443,15,80276,2,160553,Kedai Gemilang 82,Bandung,2025-12-28,2025-12,Sunday
TRX000190,UMKM00005,Dodol Garut,Makanan & Minuman,25950,0,25950,4,103800,Kedai Maju 54,Depok,2025-10-08,2025-10,Wednesday
TRX000191,UMKM00047,Tempat Sampah,Rumah Tangga,116707,25,87530,2,175060,Gerai Mandiri 91,Semarang,2025-10-17,2025-10,Friday
TRX000192,UMKM00001,Keripik Singkong,Makanan & Minuman,148081,25,111060,10,1110607,Rumah Makmur 18,Bogor,2025-12-08,2025-12,Monday
TRX000193,UMKM00015,Batik Pekalongan,Fashion & Pakaian,618292,25,463719,2,927438,CV Mandiri 14,Depok,2025-10-29,2025-10,Wednesday
TRX000194,UMKM00028,Kabel Data,Elektronik,187037,15,158981,1,158981,UD Sentosa 59,Tangerang,2025-12-03,2025-12,Wednesday
TRX000195,UMKM00048,Gantungan Baju,Rumah Tangga,143757,25,107817,8,862542,Gerai Barokah 24,Palembang,2025-10-17,2025-10,Friday
TRX000196,UMKM00063,Pupuk Organik,Pertanian,176015,0,176015,4,704060,Toko Sukses 28,Medan,2025-11-24,2025-11,Monday
TRX000197,UMKM00039,Shampoo Lidah Buaya,Kesehatan & Kecantikan,162650,20,130120,10,1301200,Kedai Gemilang 56,Denpasar,2025-11-04,2025-11,Tuesday
TRX000198,UMKM00069,Catering Rumahan,Jasa,118406,0,118406,3,355218,CV Berkah 81,Depok,2025-12-11,2025-12,Thursday
TRX000199,UMKM00069,Catering Rumahan,Jasa,118406,20,94724,10,947248,CV Berkah 81,Depok,2025-12-09,2025-12,Tuesday
TRX000200,UMKM00021,Kaos Distro,Fashion & Pakaian,473857,0,473857,5,2369285,Rumah Prima 51,Makassar,2025-11-01,2025-11,Saturday
TRX000201,UMKM00074,Warnet,Jasa,158395,20,126716,1,126716,Gerai Abadi 17,Makassar,2025-12-19,2025-12,Friday
TRX000202,UMKM00074,Warnet,Jasa,158395,25,118796,2,237592,Gerai Abadi 17,Makassar,2025-11-25,2025-11,Tuesday
TRX000203,UMKM00049,Keset Kaki,Rumah Tangga,203513,10,183161,3,549485,Toko Gemilang 28,Semarang,2025-10-16,2025-10,Thursday
TRX000204,UMKM00039,Shampoo Lidah Buaya,Kesehatan & Kecantikan,162650,0,162650,2,325300,Kedai Gemilang 56,Denpasar,2026-01-03,2026-01,Saturday
TRX000205,UMKM00026,Kalung Mutiara,Fashion & Pakaian,428940,20,343152,5,1715760,Gerai Barokah 7,Tangerang,2025-10-08,2025-10,Wednesday
TRX000206,UMKM00042,Lipstik Lokal,Kesehatan & Kecantikan,177422,0,177422,10,1774220,CV Barokah 74,Solo,2025-12-18,2025-12,Thursday
TRX000207,UMKM00027,Charger Universal,Elektronik,337885,20,270308,5,1351540,Rumah Jaya 57,Denpasar,2025-10-08,2025-10,Wednesday
TRX000208,UMKM00005,Dodol Garut,Makanan & Minuman,25950,20,20760,8,166080,Kedai Maju 54,Depok,2025-11-15,2025-11,Saturday
TRX000209,UMKM00055,Tas Rajut,Kerajinan Tangan,369080,25,276810,3,830430,Gerai Maju 84,Jakarta Pusat,2025-10-17,2025-10,Friday
TRX000210,UMKM00025,Gelang Etnik,Fashion & Pakaian,180049,15,153041,4,612166,Warung Sejahtera 27,Makassar,2025-10-31,2025-10,Friday
TRX000211,UMKM00059,Beras Organik,Pertanian,201364,0,201364,1,201364,Kedai Abadi 57,Jakarta Selatan,2025-11-06,2025-11,Thursday
TRX000212,UMKM00062,Rempah Segar,Pertanian,103659,0,103659,4,414636,UD Prima 18,Bekasi,2025-12-02,2025-12,Tuesday
TRX000213,UMKM00062,Rempah Segar,Pertanian,103659,0,103659,1,103659,UD Prima 18,Bekasi,2025-11-23,2025-11,Sunday
TRX000214,UMKM00050,Taplak Meja Batik,Rumah Tangga,54577,20,43661,1,43661,Warung Abadi 37,Solo,2025-12-09,2025-12,Tuesday
TRX000215,UMKM00001,Keripik Singkong,Makanan & Minuman,148081,20,118464,3,355394,Rumah Makmur 18,Bogor,2025-12-15,2025-12,Monday
TRX000216,UMKM00012,Kerupuk Udang,Makanan & Minuman,39199,0,39199,19,744781,Rumah Jaya 82,Semarang,2025-10-27,2025-10,Monday
TRX000217,UMKM00052,Ukiran Kayu,Kerajinan Tangan,213174,5,202515,1,202515,UD Mandiri 67,Bandung,2025-10-30,2025-10,Thursday
TRX000218,UMKM00057,Topeng Malang,Kerajinan Tangan,439288,10,395359,1,395359,Kedai Jaya 20,Yogyakarta,2025-12-14,2025-12,Sunday
TRX000219,UMKM00049,Keset Kaki,Rumah Tangga,203513,5,193337,5,966686,Toko Gemilang 28,Semarang,2025-12-17,2025-12,Wednesday
TRX000220,UMKM00011,Gula Aren,Makanan & Minuman,42748,20,34198,14,478777,UD Makmur 16,Depok,2025-12-02,2025-12,Tuesday
TRX000221,UMKM00068,Laundry Kiloan,Jasa,245880,10,221292,3,663876,Rumah Barokah 70,Tangerang,2025-12-29,2025-12,Monday
TRX000222,UMKM00010,Madu Hutan,Makanan & Minuman,143348,5,136180,5,680903,Rumah Jaya 19,Solo,2025-12-01,2025-12,Monday
TRX000223,UMKM00013,Abon Sapi,Makanan & Minuman,64359,0,64359,10,643590,CV Jaya 21,Malang,2025-11-29,2025-11,Saturday
TRX000224,UMKM00067,Jasa Jahit,Jasa,52802,0,52802,5,264010,Gerai Prima 60,Jakarta Pusat,2025-12-13,2025-12,Saturday
TRX000225,UMKM00002,Sambal Bu Rudy,Makanan & Minuman,59633,0,59633,7,417431,UD Maju 27,Jakarta Selatan,2025-10-28,2025-10,Tuesday
TRX000226,UMKM00012,Kerupuk Udang,Makanan & Minuman,39199,10,35279,10,352791,Rumah Jaya 82,Semarang,2025-12-25,2025-12,Thursday
TRX000227,UMKM00074,Warnet,Jasa,158395,20,126716,2,253432,Gerai Abadi 17,Makassar,2025-11-01,2025-11,Saturday
TRX000228,UMKM00015,Batik Pekalongan,Fashion & Pakaian,618292,0,618292,2,1236584,CV Mandiri 14,Depok,2025-10-19,2025-10,Sunday
TRX000229,UMKM00001,Keripik Singkong,Makanan & Minuman,148081,5,140676,4,562707,Rumah Makmur 18,Bogor,2025-10-14,2025-10,Tuesday
TRX000230,UMKM00005,Dodol Garut,Makanan & Minuman,25950,0,25950,1,25950,Kedai Maju 54,Depok,2025-12-28,2025-12,Sunday
TRX000231,UMKM00011,Gula Aren,Makanan & Minuman,42748,10,38473,7,269312,UD Makmur 16,Depok,2025-11-30,2025-11,Sunday
TRX000232,UMKM00024,Topi Anyaman,Fashion & Pakaian,171166,0,171166,4,684664,CV Prima 28,Bandung,2025-12-05,2025-12,Friday
TRX000233,UMKM00003,Kopi Toraja,Makanan & Minuman,26775,10,24097,11,265072,Warung Sukses 90,Semarang,2025-10-07,2025-10,Tuesday
TRX000234,UMKM00041,Bedak Dingin,Kesehatan & Kecantikan,108640,0,108640,4,434560,Toko Berkah 71,Jakarta Pusat,2025-11-11,2025-11,Tuesday
TRX000235,UMKM00071,Cuci Motor,Jasa,112745,25,84558,5,422793,CV Barokah 2,Makassar,2025-12-25,2025-12,Thursday
TRX000236,UMKM00015,Batik Pekalongan,Fashion & Pakaian,618292,5,587377,2,1174754,CV Mandiri 14,Depok,2026-01-02,2026-01,Friday
TRX000237,UMKM00056,Boneka Kayu,Kerajinan Tangan,310551,25,232913,5,1164566,Rumah Prima 26,Bekasi,2025-11-10,2025-11,Monday
TRX000238,UMKM00028,Kabel Data,Elektronik,187037,15,158981,6,953888,UD Sentosa 59,Tangerang,2025-12-27,2025-12,Saturday
TRX000239,UMKM00067,Jasa Jahit,Jasa,52802,0,52802,9,475218,Gerai Prima 60,Jakarta Pusat,2025-10-26,2025-10,Sunday
TRX000240,UMKM00030,Powerbank Lokal,Elektronik,363722,5,345535,3,1036607,Kedai Jaya 68,Malang,2025-10-10,2025-10,Friday
TRX000241,UMKM00006,Bakpia Jogja,Makanan & Minuman,66552,0,66552,10,665520,Toko Sejahtera 18,Palembang,2025-10-18,2025-10,Saturday
TRX000242,UMKM00028,Kabel Data,Elektronik,187037,5,177685,7,1243796,UD Sentosa 59,Tangerang,2025-10-10,2025-10,Friday
TRX000243,UMKM00013,Abon Sapi,Makanan & Minuman,64359,0,64359,1,64359,CV Jaya 21,Malang,2025-11-27,2025-11,Thursday
TRX000244,UMKM00051,Wayang Kulit,Kerajinan Tangan,970631,25,727973,4,2911893,Gerai Berkah 33,Jakarta Selatan,2025-11-03,2025-11,Monday
TRX000245,UMKM00055,Tas Rajut,Kerajinan Tangan,369080,0,369080,4,1476320,Gerai Maju 84,Jakarta Pusat,2025-12-05,2025-12,Friday
TRX000246,UMKM00063,Pupuk Organik,Pertanian,176015,0,176015,5,880075,Toko Sukses 28,Medan,2025-11-15,2025-11,Saturday
TRX000247,UMKM00043,Sapu Ijuk,Rumah Tangga,26534,0,26534,3,79602,UD Sukses 81,Bogor,2025-11-24,2025-11,Monday
TRX000248,UMKM00058,Keramik Kasongan,Kerajinan Tangan,311099,5,295544,1,295544,CV Sentosa 17,Surabaya,2025-10-07,2025-10,Tuesday
TRX000249,UMKM00002,Sambal Bu Rudy,Makanan & Minuman,59633,5,56651,7,396559,UD Maju 27,Jakarta Selatan,2025-12-08,2025-12,Monday
TRX000250,UMKM00061,Buah Lokal,Pertanian,145908,0,145908,1,145908,Kedai Makmur 46,Yogyakarta,2025-12-25,2025-12,Thursday
TRX000251,UMKM00028,Kabel Data,Elektronik,187037,0,187037,2,374074,UD Sentosa 59,Tangerang,2026-01-01,2026-01,Thursday
TRX000252,UMKM00055,Tas Rajut,Kerajinan Tangan,369080,0,369080,5,1845400,Gerai Maju 84,Jakarta Pusat,2026-01-02,2026-01,Friday
TRX000253,UMKM00022,Hijab Premium,Fashion & Pakaian,141966,15,120671,1,120671,UD Makmur 3,Semarang,2025-12-06,2025-12,Saturday
TRX000254,UMKM00031,Lampu LED,Elektronik,346956,0,346956,1,346956,Kedai Sukses 62,Semarang,2025-11-22,2025-11,Saturday
TRX000255,UMKM00068,Laundry Kiloan,Jasa,245880,0,245880,2,491760,Rumah Barokah 70,Tangerang,2025-12-21,2025-12,Sunday
TRX000256,UMKM00020,Sepatu Kulit,Fashion & Pakaian,492844,0,492844,4,1971376,Kedai Gemilang 19,Depok,2025-12-30,2025-12,Tuesday
TRX000257,UMKM00003,Kopi Toraja,Makanan & Minuman,26775,15,22758,6,136552,Warung Sukses 90,Semarang,2025-11-14,2025-11,Friday
TRX000258,UMKM00021,Kaos Distro,Fashion & Pakaian,473857,0,473857,1,473857,Rumah Prima 51,Makassar,2026-01-05,2026-01,Monday
TRX000259,UMKM00024,Topi Anyaman,Fashion & Pakaian,171166,0,171166,10,1711660,CV Prima 28,Bandung,2025-12-13,2025-12,Saturday
TRX000260,UMKM00071,Cuci Motor,Jasa,112745,25,84558,10,845587,CV Barokah 2,Makassar,2025-11-04,2025-11,Tuesday
TRX000261,UMKM00022,Hijab Premium,Fashion & Pakaian,141966,0,141966,5,709830,UD Makmur 3,Semarang,2025-10-26,2025-10,Sunday
TRX000262,UMKM00041,Bedak Dingin,Kesehatan & Kecantikan,108640,20,86912,2,173824,Toko Berkah 71,Jakarta Pusat,2025-11-01,2025-11,Saturday
TRX000263,UMKM00027,Charger Universal,Elektronik,337885,25,253413,3,760241,Rumah Jaya 57,Denpasar,2025-10-08,2025-10,Wednesday
TRX000264,UMKM00011,Gula Aren,Makanan & Minuman,42748,25,32061,17,545037,UD Makmur 16,Depok,2025-12-20,2025-12,Saturday
TRX000265,UMKM00011,Gula Aren,Makanan & Minuman,42748,0,42748,14,598472,UD Makmur 16,Depok,2025-11-05,2025-11,Wednesday
TRX000266,UMKM00046,Tikar Pandan,Rumah Tangga,232355,15,197501,2,395003,Gerai Barokah 3,Makassar,2025-10-24,2025-10,Friday
TRX000267,UMKM00006,Bakpia Jogja,Makanan & Minuman,66552,15,56569,7,395984,Toko Sejahtera 18,Palembang,2025-10-10,2025-10,Friday
TRX000268,UMKM00027,Charger Universal,Elektronik,337885,10,304096,3,912289,Rumah Jaya 57,Denpasar,2025-10-13,2025-10,Monday
TRX000269,UMKM00009,Jamu Tradisional,Makanan & Minuman,17390,20,13912,1,13912,Rumah Jaya 9,Palembang,2025-10-30,2025-10,Thursday
TRX000270,UMKM00009,Jamu Tradisional,Makanan & Minuman,17390,0,17390,2,34780,Rumah Jaya 9,Palembang,2025-11-16,2025-11,Sunday
TRX000271,UMKM00073,Fotocopy,Jasa,142492,0,142492,2,284984,Gerai Abadi 59,Makassar,2025-10-16,2025-10,Thursday
TRX000272,UMKM00022,Hijab Premium,Fashion & Pakaian,141966,0,141966,10,1419660,UD Makmur 3,Semarang,2025-11-14,2025-11,Friday
TRX000273,UMKM00013,Abon Sapi,Makanan & Minuman,64359,25,48269,7,337884,CV Jaya 21,Malang,2025-11-16,2025-11,Sunday
TRX000274,UMKM00014,Ikan Asin,Makanan & Minuman,67877,25,50907,5,254538,Rumah Maju 82,Yogyakarta,2025-11-15,2025-11,Saturday
TRX000275,UMKM00016,Tenun Ikat,Fashion & Pakaian,660332,5,627315,1,627315,Gerai Gemilang 59,Bandung,2025-12-01,2025-12,Monday
TRX000276,UMKM00002,Sambal Bu Rudy,Makanan & Minuman,59633,0,59633,4,238532,UD Maju 27,Jakarta Selatan,2025-10-20,2025-10,Monday
TRX000277,UMKM00011,Gula Aren,Makanan & Minuman,42748,0,42748,6,256488,UD Makmur 16,Depok,2025-11-26,2025-11,Wednesday
TRX000278,UMKM00035,Sabun Herbal,Kesehatan & Kecantikan,107444,20,85955,8,687641,Rumah Barokah 92,Solo,2025-12-20,2025-12,Saturday
TRX000279,UMKM00008,Teh Pucuk,Makanan & Minuman,19745,20,15796,4,63184,Toko Sentosa 3,Solo,2025-11-15,2025-11,Saturday
TRX000280,UMKM00037,Masker Wajah,Kesehatan & Kecantikan,93789,0,93789,6,562734,CV Prima 48,Palembang,2025-12-05,2025-12,Friday
TRX000281,UMKM00073,Fotocopy,Jasa,142492,0,142492,7,997444,Gerai Abadi 59,Makassar,2025-11-26,2025-11,Wednesday
TRX000282,UMKM00024,Topi Anyaman,Fashion & Pakaian,171166,25,128374,4,513498,CV Prima 28,Bandung,2025-12-25,2025-12,Thursday
TRX000283,UMKM00028,Kabel Data,Elektronik,187037,25,140277,3,420833,UD Sentosa 59,Tangerang,2025-12-20,2025-12,Saturday
TRX000284,UMKM00020,Sepatu Kulit,Fashion & Pakaian,492844,20,394275,2,788550,Kedai Gemilang 19,Depok,2025-11-16,2025-11,Sunday
TRX000285,UMKM00044,Ember Plastik,Rumah Tangga,38829,15,33004,12,396055,Rumah Barokah 75,Makassar,2025-12-20,2025-12,Saturday
TRX000286,UMKM00024,Topi Anyaman,Fashion & Pakaian,171166,0,171166,9,1540494,CV Prima 28,Bandung,2025-10-31,2025-10,Friday
TRX000287,UMKM00055,Tas Rajut,Kerajinan Tangan,369080,25,276810,4,1107240,Gerai Maju 84,Jakarta Pusat,2025-12-22,2025-12,Monday
TRX000288,UMKM00059,Beras Organik,Pertanian,201364,0,201364,4,805456,Kedai Abadi 57,Jakarta Selatan,2025-10-30,2025-10,Thursday
TRX000289,UMKM00063,Pupuk Organik,Pertanian,176015,20,140812,7,985684,Toko Sukses 28,Medan,2025-12-11,2025-12,Thursday
TRX000290,UMKM00028,Kabel Data,Elektronik,187037,25,140277,9,1262499,UD Sentosa 59,Tangerang,2025-12-25,2025-12,Thursday
TRX000291,UMKM00071,Cuci Motor,Jasa,112745,20,90196,6,541176,CV Barokah 2,Makassar,2025-12-04,2025-12,Thursday
TRX000292,UMKM00050,Taplak Meja Batik,Rumah Tangga,54577,25,40932,5,204663,Warung Abadi 37,Solo,2025-10-29,2025-10,Wednesday
TRX000293,UMKM00035,Sabun Herbal,Kesehatan & Kecantikan,107444,10,96699,7,676897,Rumah Barokah 92,Solo,2025-12-14,2025-12,Sunday
TRX000294,UMKM00035,Sabun Herbal,Kesehatan & Kecantikan,107444,20,85955,8,687641,Rumah Barokah 92,Solo,2025-12-09,2025-12,Tuesday
TRX000295,UMKM00012,Kerupuk Udang,Makanan & Minuman,39199,10,35279,19,670302,Rumah Jaya 82,Semarang,2025-12-22,2025-12,Monday
TRX000296,UMKM00031,Lampu LED,Elektronik,346956,0,346956,5,1734780,Kedai Sukses 62,Semarang,2025-12-26,2025-12,Friday
TRX000297,UMKM00034,Holder HP,Elektronik,299096,20,239276,3,717830,CV Sentosa 78,Jakarta Pusat,2025-12-16,2025-12,Tuesday
TRX000298,UMKM00065,Minyak Kelapa,Pertanian,152291,0,152291,4,609164,Gerai Maju 39,Jakarta Selatan,2025-11-15,2025-11,Saturday
TRX000299,UMKM00061,Buah Lokal,Pertanian,145908,0,145908,10,1459080,Kedai Makmur 46,Yogyakarta,2025-11-15,2025-11,Saturday
TRX000300,UMKM00013,Abon Sapi,Makanan & Minuman,64359,25,48269,5,241346,CV Jaya 21,Malang,2025-12-08,2025-12,Monday
TRX000301,UMKM00066,Santan Instan,Pertanian,94443,10,84998,9,764988,Kedai Gemilang 82,Bandung,2025-11-21,2025-11,Friday
TRX000302,UMKM00051,Wayang Kulit,Kerajinan Tangan,970631,0,970631,4,3882524,Gerai Berkah 33,Jakarta Selatan,2025-10-13,2025-10,Monday
TRX000303,UMKM00065,Minyak Kelapa,Pertanian,152291,0,152291,9,1370619,Gerai Maju 39,Jakarta Selatan,2025-10-24,2025-10,Friday
TRX000304,UMKM00066,Santan Instan,Pertanian,94443,0,94443,7,661101,Kedai Gemilang 82,Bandung,2025-12-01,2025-12,Monday
TRX000305,UMKM00070,Service HP,Jasa,148194,20,118555,9,1066996,Gerai Berkah 39,Makassar,2025-11-02,2025-11,Sunday
TRX000306,UMKM00057,Topeng Malang,Kerajinan Tangan,439288,5,417323,4,1669294,Kedai Jaya 20,Yogyakarta,2025-10-29,2025-10,Wednesday
TRX000307,UMKM00014,Ikan Asin,Makanan & Minuman,67877,10,61089,9,549803,Rumah Maju 82,Yogyakarta,2025-12-20,2025-12,Saturday
TRX000308,UMKM00042,Lipstik Lokal,Kesehatan & Kecantikan,177422,0,177422,6,1064532,CV Barokah 74,Solo,2025-12-27,2025-12,Saturday
TRX000309,UMKM00046,Tikar Pandan,Rumah Tangga,232355,25,174266,5,871331,Gerai Barokah 3,Makassar,2025-11-01,2025-11,Saturday
TRX000310,UMKM00024,Topi Anyaman,Fashion & Pakaian,171166,0,171166,3,513498,CV Prima 28,Bandung,2025-10-29,2025-10,Wednesday
TRX000311,UMKM00061,Buah Lokal,Pertanian,145908,0,145908,10,1459080,Kedai Makmur 46,Yogyakarta,2025-12-25,2025-12,Thursday
TRX000312,UMKM00019,Tas Anyaman,Fashion & Pakaian,109622,5,104140,6,624845,Kedai Mandiri 74,Medan,2025-10-28,2025-10,Tuesday
TRX000313,UMKM00067,Jasa Jahit,Jasa,52802,5,50161,9,451457,Gerai Prima 60,Jakarta Pusat,2025-12-14,2025-12,Sunday
TRX000314,UMKM00009,Jamu Tradisional,Makanan & Minuman,17390,20,13912,9,125208,Rumah Jaya 9,Palembang,2025-11-23,2025-11,Sunday
TRX000315,UMKM00053,Patung Bali,Kerajinan Tangan,484960,0,484960,1,484960,Toko Mandiri 1,Palembang,2025-12-09,2025-12,Tuesday
TRX000316,UMKM00052,Ukiran Kayu,Kerajinan Tangan,213174,0,213174,1,213174,UD Mandiri 67,Bandung,2025-10-11,2025-10,Saturday
TRX000317,UMKM00013,Abon Sapi,Makanan & Minuman,64359,0,64359,2,128718,CV Jaya 21,Malang,2025-11-10,2025-11,Monday
TRX000318,UMKM00008,Teh Pucuk,Makanan & Minuman,19745,15,16783,4,67133,Toko Sentosa 3,Solo,2025-12-19,2025-12,Friday
TRX000319,UMKM00014,Ikan Asin,Makanan & Minuman,67877,0,67877,7,475139,Rumah Maju 82,Yogyakarta,2025-11-20,2025-11,Thursday
TRX000320,UMKM00010,Madu Hutan,Makanan & Minuman,143348,15,121845,5,609229,Rumah Jaya 19,Solo,2025-12-28,2025-12,Sunday
TRX000321,UMKM00072,Potong Rambut,Jasa,158921,0,158921,5,794605,Kedai Barokah 46,Yogyakarta,2025-10-30,2025-10,Thursday
TRX000322,UMKM00008,Teh Pucuk,Makanan & Minuman,19745,15,16783,20,335665,Toko Sentosa 3,Solo,2025-11-06,2025-11,Thursday
TRX000323,UMKM00050,Taplak Meja Batik,Rumah Tangga,54577,15,46390,7,324733,Warung Abadi 37,Solo,2025-12-13,2025-12,Saturday
TRX000324,UMKM00052,Ukiran Kayu,Kerajinan Tangan,213174,20,170539,4,682156,UD Mandiri 67,Bandung,2025-10-19,2025-10,Sunday
TRX000325,UMKM00036,Minyak Kayu Putih,Kesehatan & Kecantikan,223474,15,189952,1,189952,CV Jaya 8,Bogor,2025-12-25,2025-12,Thursday
TRX000326,UMKM00037,Masker Wajah,Kesehatan & Kecantikan,93789,10,84410,5,422050,CV Prima 48,Palembang,2025-10-18,2025-10,Saturday
TRX000327,UMKM00068,Laundry Kiloan,Jasa,245880,25,184410,2,368820,Rumah Barokah 70,Tangerang,2025-10-13,2025-10,Monday
TRX000328,UMKM00033,Speaker Bluetooth,Elektronik,418685,25,314013,5,1570068,Toko Sukses 71,Denpasar,2025-12-19,2025-12,Friday
TRX000329,UMKM00025,Gelang Etnik,Fashion & Pakaian,180049,15,153041,8,1224333,Warung Sejahtera 27,Makassar,2025-11-11,2025-11,Tuesday
TRX000330,UMKM00029,Earphone Murah,Elektronik,97243,25,72932,8,583458,Rumah Barokah 51,Denpasar,2025-11-16,2025-11,Sunday
TRX000331,UMKM00030,Powerbank Lokal,Elektronik,363722,5,345535,4,1382143,Kedai Jaya 68,Malang,2025-11-10,2025-11,Monday
TRX000332,UMKM00004,Rendang Padang,Makanan & Minuman,95438,5,90666,2,181332,UD Jaya 75,Semarang,2025-12-18,2025-12,Thursday
